"export-world data (NetLogo 6.0.4)"
"terrainGenerator_v1_twoAlgorithms.nlogo"
"06/12/2019 17:23:21:899 +0100"

"RANDOM STATE"
"0 0 -1727483681 297 0.5198454800130763 true -115724465 524930971 385028465 1763400203 -454683502 2085578177 391661261 -2057394436 -1387918907 1556509664 -940851564 -713921354 -227596383 -881914503 -333183693 -2064425575 1435691063 1337265672 -1555167529 -1063015727 66113688 608043093 -891216080 -31145959 -1394227997 326462006 -1943329399 563448952 3940643 366999142 -634953479 1419334438 -338071072 1017556920 -873060936 293003031 -734080879 -2070114575 1209809722 -2047705248 898304772 1225062504 1292671130 -1422852047 1941712545 36351668 -649102524 -1354957542 -768316340 26281274 -311403493 963389687 2022494 61967682 -1829289033 -376423294 -781219079 -1912222964 -1250831143 -503431123 1311775059 179904965 -2004716112 67439812 -1228001451 2096962623 -642981858 1878924031 1003519751 1097460156 1995139033 783104420 2046329104 681777174 1249299047 1620891807 1344548849 -2145297595 -1751086508 168275959 1764604043 -312655104 -1672536234 685813412 247413105 1722706236 719434823 98086278 -1592779523 -1905185860 1600446806 -2050912744 284865303 -1800086816 1195648306 -2124261664 474098444 -489418452 -470447593 -1854255042 -1631696497 1291598279 -1199829189 1954483110 -207838126 -2099832916 -619074550 282707052 314168305 1095090976 878019235 555565445 1415560903 -828362925 654336913 -1927689949 -1249852794 -197126671 -772879094 -198862309 1985090380 -1044485621 -1841462610 -1307845092 1015079762 636182424 -362331273 -1515659767 -358658746 -45836225 -29293890 363380237 1341134779 1754377824 1855033126 -851972281 -1536964668 -345865186 -661866361 -2009034303 240034437 98586727 -922353096 -195670504 1510890250 872533457 -1348718801 -1218668355 55062835 -1024502883 -1885687862 1822821874 -1488136559 -907022006 661781989 1242728929 497240828 -1856635610 -383975125 1301276684 1507803984 -1465248121 -2075280042 1335024516 -1493371326 1010382809 -2010040057 -1873899789 682295625 -382938207 198651234 -158228010 1815458536 1833462444 -1472988306 -460231128 1886642940 152559459 1953717492 -932479247 -98088687 -382749263 23019263 967626263 1937177169 -513327264 -532026296 -1886419372 -873884653 82724697 786836720 -66186682 1585492558 -1557993440 1135501653 -1507102716 -798164268 -27409283 -1170842132 -1547955953 2086399655 -1605839321 -1978958514 1956415837 -1281120842 -2066428255 5589727 -841504083 1798011225 57216847 -1481974480 1218676966 -1525376615 463926330 1076450068 1907586999 -1753784184 -39946430 1015438344 -1119338387 -1834241654 1922756060 1357816887 -244046160 -542147486 -1182472024 -691296950 826173563 -1865598784 -535216139 -148241681 368049196 -90609257 1238065956 -335717619 -659216047 -734438347 310140261 -1485773366 701174042 584853230 -181404279 -556181805 579747104 646666392 154449108 -380418896 215271904 916576481 -1662270141 -1912172092 -1754381892 235291703 1595343867 -25669798 -1017606668 -1210242049 -867792913 -412194743 998798669 -2033693312 1902903163 17047233 -302285996 -18699327 -963594051 -1427119513 1768272784 -1257721022 -1616642937 736203576 1140213793 2064580846 407700938 -167123686 -474133726 385586426 1121146168 -283273547 1042711346 971843211 -1978838006 2091368618 267322372 1205017526 51143880 928970872 -1667859183 -1430284479 825051368 1667990169 1504678763 -899173587 -1640749629 -2090902373 296140689 -153165995 150145102 1098063586 -1596776209 -1491941224 -751772608 983763638 1700568131 865033979 -1297151759 -1433359395 2080720306 209505753 716474291 592854795 118911289 -1748837074 1340883660 194364454 393475578 -1312679314 1786613118 268317612 1340335159 -902924615 -450773471 -1325825105 399018985 -617324111 -1220465595 -362924889 1093472634 -1419279449 1216462524 1877410353 -944766519 -1682974649 -172874458 -423827863 -2002945028 1332378751 -222573592 -1510826141 800365413 338090033 1176294753 -1146034840 337713004 -508181025 227135166 -215269565 -294064622 300768670 1708211443 -1531009622 -1834313387 330709488 -2132127229 -1662119200 208138249 -2025313749 1148293149 -905450293 -600253538 69278034 1354019008 258898671 -1928736433 659971176 -1190771166 355183850 236445799 -956403767 2130858526 657359574 1351610808 1379787322 385036312 -173250620 -955071496 -2138978600 -929515099 1835744417 1508771905 680596617 -449325770 -953335419 -38443833 -539353457 1915720146 -1416440424 -1111760299 368697223 -1927748791 507481075 1860216213 -1024108569 1730893929 258082910 353351853 237644736 1626493477 -680193606 -2089938845 2117062719 1538547862 182979002 1340109669 -187414485 -408799584 909585497 -1176856306 1824865796 -556158244 -1065277932 998106004 1570826804 -617087589 628726852 -1409361618 -400045859 1663422792 -2039718657 -1485957791 -708819028 -1721776957 1370103303 252345859 434148636 -1049912145 1723191914 1188450125 1532355358 -2062628570 258960689 -1028245070 -313617974 1389404657 255472427 -55652203 -1933223871 1591987827 -1234619263 545225993 922068994 -985574541 -826497401 -1160894713 -827264408 1964975500 -1064883843 461120115 1543418118 -109866076 -1279302711 -60498399 -1534609561 200200386 897849732 -1781729285 131000106 -2013917611 969250351 -488164239 1572103786 1788368416 -432403408 795191249 1622149632 -1330278370 994559903 -1210799472 -1996295559 -904024462 -323994078 -1699581860 -1957942267 1255759922 983127504 -1665397844 -750874396 -889109625 -227859512 -117986921 1295951553 1076256833 1993215376 2098349565 385978464 -125026528 1942685500 694016002 284839523 53467022 96190162 2066870386 -785624473 1931282143 1833885974 -830637637 364902756 -1846867624 -1184485779 601552001 -365876618 -1114442692 1513515304 1912958523 779715485 119067201 14144538 1706129753 -138168952 1843937467 -1111131757 1606899266 -1823792422 -2116431064 1033086590 -1431360976 1367689390 1001969935 -469640064 1665794605 1399046901 -1540794106 -1402230905 -201901486 1212953697 -1287622300 -1629479221 1052313566 765950184 -1885070756 2078437503 -1975947930 1545189003 -1241802318 533650733 -1053200875 -1788034957 291300395 -143249936 -106245659 -328312620 -1627709853 809153811 -44042286 49296678 -1883199792 1247858960 986391800 -792021947 -1368058709 -354850871 1772080998 -1069186607 -1596200538 1494914121 691949753 1047844017 -45618626 -1425863375 1685367029 230710551 1428449333 -666579906 607157436 1959628660 -1097828285 -77099087 -690996784 1796925463 1992314276 1498202538 1847789288 -1054163218 190770004 1768760955 -1443637165 1047575519 -1401268769 -1893572690 -2002328058 546386727 1039712993 578943163 741921272 -1816791730 -1663857285 835564146 459371623 623290770 1148997120 1535908222 1812084632 278425565 -887188099 210701734 -1662395829 2034566643 2104335530 -1418781489 1645592349 -1294514667 1309614385 -1489110955 1793121905 1799663981 -956223548 41003609 -1047125854 162710000 1281369283 -1544347660 1200620441 -1335318508 33455607 1681937500 958740633 860038869 121255334 -1798971744 471692659 1632049352 958453303 1731544443 -340816712"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","algorithm-style","continentality","elevationdistribution","elevationnoise","elevationsmoothstep","featureanglerange","landoceanratio","maxdist","maxelevation","minelevation","numcontinents","numoceans","numranges","numrifts","par_continentality","par_elevationnoise","par_elevationsmoothstep","par_featureanglerange","par_numcontinents","par_numoceans","par_numranges","par_numrifts","par_rangeaggregation","par_rangeelevation","par_rangelength","par_riftaggregation","par_riftelevation","par_riftlength","par_sealevel","par_smoothingneighborhood","randomseed","rangeaggregation","rangeelevation","rangelength","riftaggregation","riftelevation","riftlength","sdelevation","sealevel","show-transects","smoothingneighborhood","type-of-experiment","xtransect","ytransect"
